Electricity from fossil fuels (TWh),Value_co2_emissions_kt_by_country
4.76,13069.99969
6.47,15420.00008
7.89,16850.00038
4.52,14479.99954
7.1,17600.00038
6.38,20360.00061
9.01,21930.00031
10.1,23360.00061
7.92,21690.00053
10.18,23780.00069
9.64,0.0
1.23,5690.0
1.38,6250.0
1.59,7710.000038
2.0,7929.999828
2.2,8829.999924
2.38,10500.0
2.9,12899.99962
3.28,13960.00004
3.76,14949.99981
3.07,15479.99954
1.3,16420.00008
1.9,15920.00008
2.53,15800.00019
1.82,15220.00027
2.23,16120.00084
4.09,18709.99908
5.6,21129.99916
5.45,20959.99908
5.82,20860.00061
5.98,20620.00084
5.68,0.0
0.69,1480.0
0.69,1520.0
0.69,1120.000005
0.69,1230.000019
0.69,1389.999986
0.7,1690.000057
0.7,1529.999971
0.7,1409.999967
0.7,1460.000038
0.7,1450.000048
0.48,1740.00001
0.86,1950.000048
1.07,2440.000057
1.09,2289.999962
1.37,2619.999886
1.46,2720.000029
1.12,2950.000048
0.95,2500.0
0.89,2210.000038
0.99,2650.000095
0.94,0.0
4.77,53280.0
6.17,52500.0
7.44,54020.00046
9.24,55200.00076
6.02,53590.00015
4.76,50209.99908
5.24,48900.00153
4.42,47139.99939
4.6,46150.00153
4.62,42880.00107
8.53,48130.00107
5.72,44580.00183
4.09,42139.99939
3.88,40540.00092
2.93,39080.00183
3.15,39189.99863
3.66,38779.99878
3.47,38290.00092
3.66,36009.99832
3.35,35000.0
2.44,0.0
2.63,43710.0
2.72,45150.0
2.79,43569.99969
2.86,44840.00015
2.92,45279.99878
2.97,45849.99847
3.1,45479.99954
3.01,43540.00092
3.04,44959.99908
3.0,43669.99817
3.32,45209.99908
3.34,41189.99863
3.51,42520.00046
3.48,43529.99878
3.37,39790.00092
3.33,39090.00015
3.69,39669.99817
3.67,38700.00076
3.54,37479.99954
3.58,37380.00107
3.62,0.0
0.21,2200.0
0.17,2150.0
0.13,2130.000114
0.16,2180.000067
0.14,2599.999905
0.12,2470.000029
0.23,2690.000057
0.38,3269.999981
0.35,3039.999962
0.22,2410.000086
0.03,2450.000048
0.04,2559.999943
0.07,3019.999981
0.04,3200.000048
0.15,4579.999924
0.15,4900.000095
0.56,6090.000153
0.92,7369.999886
1.27,8680.000305
1.42,9420.000076
1.62,0.0
83.15,164490.0
88.97,173160.0
93.51,184240.0055
100.61,191929.9927
109.46,210190.0024
115.58,217770.0043
119.41,219880.0049
122.12,224589.9963
127.43,227580.0018
128.09,220259.9945
141.72,234380.0049
135.31,233600.0061
143.73,250679.9927
148.29,260700.0122
149.26,256799.9878
153.4,264000.0
161.79,261600.0061
161.88,258820.0073
156.26,257049.9878
162.59,267089.9963
154.52,0.0
0.07,1270.0
0.07,1180.0
0.06,1340.000033
0.05,1830.000043
0.1,1779.999971
0.11,1750.0
0.12,1570.000052
0.09,1500.0
0.03,1570.000052
0.03,2819.999933
0.08,2630.000114
0.02,2519.999981
0.02,2240.00001
0.06,1750.0
0.08,1590.000033
0.31,1830.000043
0.23,2299.999952
0.56,2069.999933
0.36,2309.999943
0.45,2369.999886
0.43,0.0
0.03,100.0
0.04,90.0
0.04,100.0000015
0.04,119.9999973
0.04,129.9999952
0.05,129.9999952
0.05,150.000006
0.05,129.9999952
0.05,129.9999952
0.05,140.0000006
0.05,119.9999973
0.05,109.9999994
0.05,109.9999994
0.05,119.9999973
0.05,109.9999994
0.05,119.9999973
0.05,150.000006
0.05,180.0000072
0.06,159.9999964
0.06,159.9999964
0.06,0.0
5.11,10200.0
5.27,11620.0
5.27,12680.00031
6.02,15449.99981
6.01,16100.00038
6.6,17590.00015
6.71,20059.99947
7.19,20500.0
7.26,20020.00046
7.37,19040.00092
7.97,21459.99908
8.24,22260.00023
8.58,21520.00046
8.94,22209.99908
8.85,22040.00092
9.0,21329.99992
8.85,18309.99947
8.76,18250.0
8.67,17780.00069
8.63,17190.00053
8.2,0.0
9.88,20700.0
10.64,21570.0
11.04,21709.99908
11.48,21500.0
12.1,22479.99954
12.79,22969.99931
13.15,23899.99962
12.83,24750.0
13.44,25250.0
14.17,25290.00092
14.76,27520.00046
15.17,26340.00015
16.48,27790.00092
16.64,27850.00038
17.27,29950.00076
17.77,30479.99954
17.86,29610.00061
18.57,29959.99908
18.88,29889.99939
19.73,29909.99985
18.73,0.0
9.25,38510.0
9.97,39120.0
10.06,41409.99985
10.15,46349.99847
11.2,49369.99893
12.05,50590.00015
12.83,51919.99817
13.98,58479.99954
14.13,59279.99878
15.02,52389.99939
15.66,59180.00031
16.19,65449.99695
16.68,69010.00214
17.74,70220.00122
19.18,71400.00153
21.18,73400.00153
21.18,73339.99634
21.18,73120.00275
21.18,73050.00305
21.18,72870.00275
20.11,0.0
0.04,1300.0
0.04,1300.0
0.04,1490.00001
0.05,1570.000052
0.05,1629.999995
0.11,2019.999981
0.4,2400.000095
0.56,2869.999886
0.62,2970.000029
0.89,3359.999895
1.1,3329.999924
1.0,3740.00001
0.38,3779.999971
0.14,3690.000057
0.29,4110.000134
0.29,4719.99979
0.29,4949.999809
0.26,5170.000076
0.31,5860.000134
0.09,5860.000134
0.13,0.0
82.65,297380.0
84.59,300550.0
85.93,303940.0024
89.52,330230.011
83.22,307140.0146
84.75,295410.0037
90.09,303989.9902
93.13,312140.0146
90.92,301200.0122
78.58,251619.9951
86.28,268920.0134
93.5,283339.9963
96.99,277109.9854
95.39,270269.989
83.42,237729.9957
66.91,191070.0073
72.66,201660.0037
57.96,174940.0024
60.81,185619.9951
57.79,174729.9957
54.5,0.0
37.54,84730.0
40.58,97200.0
44.04,99150.00153
46.48,103819.9997
49.27,110010.0021
57.05,116459.9991
62.76,121559.9976
74.03,131830.0018
77.06,156050.0031
82.9,157020.0043
88.31,162789.9933
93.19,165600.0061
99.83,175589.9963
103.33,184470.0012
109.26,184759.9945
119.45,195240.0055
121.53,201080.0018
125.79,197039.9933
126.61,177119.9951
125.85,188860.0006
119.49,0.0
279.34,530890.0
282.72,545260.0
285.62,530789.978
296.15,543039.978
297.15,543080.0171
296.87,540919.9829
299.88,542059.9976
310.26,530500.0
310.5,515340.0269
278.73,466489.9902
290.59,482440.0024
260.88,445589.9963
249.25,467779.9988
231.56,453760.0098
206.94,415600.0061
182.43,401079.9866
181.56,380809.9976
165.91,367000.0
155.41,360730.011
144.99,348920.0134
124.78,0.0
2697.28,5775810.0
2678.68,5748260.0
2727.83,5593029.785
2756.03,5658990.234
2818.28,5738290.039
2899.96,5753490.234
2878.56,5653080.078
2988.24,5736319.824
2924.21,5558379.883
2725.41,5156430.176
2882.49,5392109.863
2788.93,5173600.098
2779.02,4956060.059
2746.21,5092100.098
2752.01,5107209.961
2730.32,4990709.961
2656.96,4894500.0
2540.17,4819370.117
2661.3,4975310.059
2588.21,4817720.215
2431.9,0.0
0.49,5460.0
0.06,4950.0
0.07,4530.00021
0.08,4489.999771
1.01,5460.000038
0.9,5420.000076
1.87,6329.999924
0.97,5849.999905
3.01,7750.0
2.72,7670.000076
1.72,6280.00021
2.76,7610.000134
3.85,8520.000458
2.04,7360.000134
1.64,6500.0
1.91,6639.999866
1.34,6519.999981
1.32,6099.999905
1.36,6539.999962
1.89,6489.999771
2.4,0.0
38.51,123810.0
39.05,125700.0
40.55,129889.9994
39.27,121910.0037
38.48,124839.9963
38.13,119190.0024
39.25,127360.0006
40.0,122580.0018
35.76,128880.0049
38.18,116529.9988
41.16,126239.9979
44.28,128630.0049
43.56,113139.9994
45.97,111860.0006
46.7,104870.0027
47.55,99169.99817
48.75,105230.0034
49.71,109529.9988
53.58,112470.0012
53.64,116709.9991
50.93,0.0
0.04,90.0
0.04,90.0
0.04,79.99999821
0.04,90.00000358
0.04,70.0000003
0.04,70.0000003
0.04,70.0000003
0.05,109.9999994
0.05,100.0000015
0.05,129.9999952
0.05,129.9999952
0.05,129.9999952
0.05,119.9999973
0.05,109.9999994
0.05,159.9999964
0.05,140.0000006
0.05,180.0000072
0.05,170.0000018
0.05,209.9999934
0.05,209.9999934
0.05,0.0
0.07,1810.0
0.07,1840.0
0.08,1919.999957
0.08,2079.999924
0.07,2109.999895
0.08,2289.999962
0.08,2180.000067
0.06,1980.000019
0.04,2190.000057
0.05,2490.00001
0.05,2660.000086
0.05,3049.999952
0.06,4030.00021
0.05,4239.999771
0.35,4690.000057
0.36,4960.000038
0.65,5320.000172
1.8,6809.999943
2.24,7730.000019
2.05,6800.000191
2.0,0.0
3.3,13700.0
4.33,13900.0
4.12,12489.99977
2.98,10180.00031
3.63,9770.000458
3.84,10510.00023
2.23,9829.999924
1.86,9760.000229
1.6,7599.999905
1.57,7750.0
2.49,9600.000381
3.43,11409.99985
3.25,12010.00023
3.9,12279.99973
3.92,12079.99992
4.02,12430.00031
3.5,11020.00046
3.05,10340.00015
3.73,12380.00011
3.66,11760.00023
3.4,0.0
