Electricity from fossil fuels (TWh),Value_co2_emissions_kt_by_country
924.93,1972430.054
1025.29,2147110.107
1080.44,2158020.02
1155.52,2195250.0
1198.85,2320409.912
1276.32,2451929.932
1273.59,2456300.049
1202.34,0.0
78.43,280650.0
83.96,302060.0
92.03,305640.0146
97.57,333890.0146
103.8,341239.9902
110.22,342149.9939
116.8,364470.0012
124.1,379959.9915
129.55,376140.0146
136.05,391079.9866
142.88,415519.989
161.41,475309.9976
177.83,481510.0098
189.66,447940.0024
203.11,483910.0037
209.71,488549.9878
217.97,482510.0098
222.64,517320.0073
235.41,576989.9902
247.39,619840.0269
238.91,0.0
29.41,87630.0
29.74,97550.0
31.34,91160.00366
26.23,81279.99878
29.89,88110.00061
22.94,85129.99725
26.07,82959.99908
25.85,76650.00153
31.35,88139.99939
39.83,94199.99695
41.49,108550.0031
47.48,113040.0009
39.13,129000.0
50.45,139100.0061
60.94,134039.9933
62.17,133169.9982
72.06,142229.9957
80.07,155080.0018
80.93,163149.9939
83.85,174559.9976
86.45,0.0
22.49,42530.0
23.61,44820.0
23.46,43930.00031
23.72,44090.00015
23.83,44689.99863
23.75,46650.00153
24.64,47259.99832
25.56,46360.00061
26.32,45779.99878
23.85,40560.00137
24.44,40189.99863
21.73,36680.00031
21.88,37130.00107
19.94,35709.99908
19.42,35529.99878
20.24,37060.00137
22.71,38819.99969
21.78,37779.99878
20.7,37659.99985
18.92,35750.0
18.51,0.0
40.07,57000.0
41.3,57950.0
42.74,61080.00183
44.18,62930.00031
44.41,63159.99985
45.65,61009.99832
47.5,64330.00183
50.53,66599.99847
53.34,66709.99908
54.67,65730.00336
58.41,70519.99664
59.34,69819.99969
62.57,76059.99756
60.76,67000.0
59.9,64720.00122
62.99,66139.99939
65.34,64980.00336
65.81,65610.00061
67.02,61080.00183
68.82,62650.00153
67.75,0.0
218.28,436300.0
216.73,436570.0
228.45,443470.0012
238.52,462200.0122
240.95,472399.9939
247.29,473829.9866
256.03,466649.9939
259.49,459369.9951
254.34,444980.011
218.32,397059.9976
220.93,405269.989
216.78,396690.0024
204.26,376750.0
175.07,346459.9915
156.76,327500.0
172.06,337859.9854
179.19,333339.9963
189.44,329190.0024
172.98,324880.0049
175.52,317239.9902
161.17,0.0
5.76,10060.0
5.85,10080.0
6.07,10250.0
6.23,10590.00015
6.25,10569.99969
6.4,10560.00042
6.43,12060.00042
5.09,12020.00046
3.57,9619.999886
3.64,7880.000114
3.55,7480.000019
3.56,7530.00021
3.46,6960.000038
3.5,7400.000095
3.45,7190.000057
3.45,7090.000153
3.63,7570.000172
3.5,7219.99979
3.48,8609.999657
3.6,8390.000343
3.43,0.0
578.29,1182610.0
564.95,1170380.0
605.12,1206599.976
633.76,1214949.951
621.6,1209849.976
634.09,1212819.946
628.77,1189520.02
705.37,1225069.946
663.88,1158219.971
611.86,1100979.98
689.89,1156479.98
777.1,1213520.02
920.39,1253609.985
897.88,1262780.029
892.18,1217119.995
844.23,1179439.941
832.4,1167790.039
806.12,1155229.98
780.61,1116150.024
735.66,1081569.946
716.67,0.0
6.89,16270.0
7.04,16250.0
7.59,16870.00084
7.47,17309.99947
8.37,18579.99992
9.01,19870.00084
10.38,20170.00008
12.14,21090.00015
12.92,20010.00023
13.33,20659.99985
13.81,20200.00076
13.7,20760.00023
15.52,24120.00084
16.15,23799.99924
17.1,25549.99924
17.63,25309.99947
17.61,24819.99969
18.1,26149.99962
17.04,24780.00069
16.41,24629.99916
15.72,0.0
44.11,120150.0
47.3,117440.0
49.44,131059.9976
55.24,146139.9994
58.89,158029.9988
60.06,169210.0067
63.89,185300.0031
68.45,198389.9994
72.89,242029.9988
71.85,213610.0006
74.63,229699.9969
78.7,245449.9969
82.98,244600.0061
84.88,260010.0098
86.37,209229.9957
82.2,190729.9957
82.65,202149.9939
91.48,214580.0018
96.36,216600.0061
95.39,212110.0006
96.7,0.0
2.02,8320.0
1.52,7610.0
1.1,7420.000076
0.99,6530.00021
1.45,7440.000057
1.69,8319.999695
1.84,9300.000191
1.87,9369.999886
2.22,9909.999847
2.73,11710.00004
2.12,12640.00034
2.4,13029.99973
2.03,12149.99962
2.58,14100.00038
1.67,15149.99962
1.43,17209.99908
1.43,19110.00061
2.29,18979.99954
1.46,17489.99977
1.25,22280.00069
0.92,0.0
0.01,30.0
0.01,30.0
0.01,39.99999911
0.02,39.99999911
0.02,50.00000075
0.02,70.0000003
0.02,70.0000003
0.02,59.99999866
0.02,59.99999866
0.02,59.99999866
0.02,50.00000075
0.02,50.00000075
0.02,59.99999866
0.02,59.99999866
0.02,59.99999866
0.02,59.99999866
0.03,70.0000003
0.03,90.00000358
0.03,90.00000358
0.03,90.00000358
0.03,0.0
30.38,49840.0
32.24,53190.0
34.18,55590.00015
37.41,58119.99893
38.78,61909.99985
41.11,69910.00366
44.75,72430.00031
45.83,70599.99847
48.64,75839.99634
50.02,77650.00153
53.66,80720.00122
54.04,83290.00092
57.45,85309.99756
57.32,87360.00061
61.23,85569.99969
64.18,89019.99664
65.83,91550.00305
68.36,90730.00336
69.58,91389.99939
70.45,92650.00153
66.89,0.0
1.32,6930.0
1.44,7360.0
1.49,7349.999905
1.63,7590.000153
1.49,7619.999886
1.5,7710.000038
2.1,8199.999809
1.94,8529.999733
2.06,8109.999657
2.01,7360.000134
2.99,8520.000458
3.01,7900.000095
2.06,7570.000172
2.67,7449.999809
2.34,7280.00021
2.76,7320.000172
2.94,7150.000095
2.07,7119.999886
3.23,7789.999962
3.25,7570.000172
2.08,0.0
8.75,15670.0
9.24,16890.0
10.38,16840.00015
10.64,17409.99985
10.68,17879.99916
10.7,17280.00069
10.26,16229.99954
10.8,15039.99996
12.2,18649.99962
12.36,21899.99962
13.98,20860.00061
14.57,21180.00031
14.54,23469.99931
16.49,23239.99977
16.7,25149.99962
17.06,27010.00023
17.82,27809.99947
19.52,29319.99969
19.57,27790.00092
19.24,27950.00076
18.28,0.0
0.0,390.0
0.0,400.0
0.0,409.9999964
0.0,409.9999964
0.0,430.0000072
0.0,430.0000072
0.0,430.0000072
0.0,439.9999976
0.0,460.0000083
0.0,529.9999714
0.0,550.0000119
0.0,569.9999928
0.0,620.0000048
0.0,610.0000143
0.0,610.0000143
0.0,649.9999762
0.0,689.9999976
0.0,699.9999881
0.0,730.0000191
0.0,769.9999809
0.0,0.0
0.2,430.0
0.2,450.0
0.2,449.9999881
0.2,479.9999893
0.2,560.0000024
0.2,670.0000167
0.2,689.9999976
0.25,639.9999857
0.25,540.0000215
0.25,540.0000215
0.25,730.0000191
0.28,850.0000238
0.28,949.9999881
0.28,920.0000167
0.28,1220.000029
0.29,1259.99999
0.38,1409.999967
0.37,1279.999971
0.32,1129.999995
0.31,1179.999948
0.36,0.0
14.56,44720.0
15.15,44450.0
16.48,45590.00015
17.81,48919.99817
18.99,48459.99908
21.31,52990.00168
23.26,52919.99817
24.66,49389.99939
28.88,53270.00046
29.18,56400.00153
30.6,59549.99924
24.43,41950.00076
32.21,57630.00107
35.63,58610.00061
35.46,58000.0
35.26,51330.00183
29.52,50950.00076
31.27,55159.99985
32.11,56619.99893
31.68,56799.99924
30.09,0.0
2.27,10510.0
2.6,11150.0
2.66,11220.00027
2.85,11229.99954
3.05,11909.99985
3.42,12829.99992
2.79,13020.00046
2.82,13210.00004
2.6,13060.00042
2.84,11689.99958
3.84,12600.00038
2.88,11850.00038
3.12,11930.00031
2.45,11329.99992
1.95,10859.99966
2.32,11069.99969
1.31,11199.99981
0.82,11220.00027
0.55,11649.99962
0.67,11729.99954
1.96,0.0
0.24,8560.0
0.7,9120.0
2.65,9819.999695
2.65,10239.99977
3.18,11659.99985
3.14,11909.99985
3.29,11720.00027
2.93,11109.99966
2.44,11020.00046
2.88,10439.99958
2.97,11029.99973
2.4,10899.99962
2.45,10689.99958
1.48,10149.99962
1.51,9649.999619
0.91,9130.000114
0.33,8850.000381
0.3,9000.0
0.28,9319.999695
0.27,9489.999771
0.25,0.0
0.24,1650.0
0.36,1670.0
0.33,1120.000005
0.39,1549.999952
0.47,1649.999976
0.47,1710.000038
0.5,1639.999986
0.47,1720.000029
0.54,1779.999971
0.5,1690.000057
0.62,1870.000005
0.66,2190.000057
0.95,2740.00001
1.04,2930.000067
1.08,3009.99999
1.11,3279.999971
1.12,3180.000067
1.4,3470.000029
1.29,3349.999905
1.1,4119.999886
1.29,0.0
0.15,710.0
0.15,680.0
0.16,680.0000072
0.12,750.0
0.15,769.9999809
0.14,759.9999905
0.14,779.9999714
0.14,829.9999833
0.11,959.9999785
0.13,980.0000191
0.13,889.9999857
0.13,930.0000072
0.13,949.9999881
0.13,980.0000191
0.13,850.0000238
0.13,930.0000072
0.15,1120.000005
0.19,1190.000057
0.2,1379.999995
0.2,1450.000048
0.21,0.0
62.91,124360.0
69.71,129460.0
74.78,136380.0049
77.25,144490.0055
89.3,158270.0043
91.79,167419.9982
96.31,174100.0061
101.52,189940.0024
105.01,202910.0037
107.66,181929.9927
117.16,200220.0012
117.43,202740.0055
123.23,205809.9976
127.86,223660.0037
133.16,236649.9939
135.17,236539.9933
135.56,235960.0067
132.7,227619.9951
142.27,244410.0037
149.7,253270.0043
138.77,0.0
0.1,460.0
0.11,480.0
0.12,620.0000048
0.13,529.9999714
0.15,750.0
0.17,720.0000286
0.2,870.0000048
0.23,870.0000048
0.26,870.0000048
0.28,910.0000262
0.34,959.9999785
0.36,1009.99999
0.39,1139.999986
0.4,1129.999995
0.5,1370.000005
0.56,1370.000005
0.6,1759.99999
0.6,1860.000014
0.61,2099.999905
0.61,2109.999895
0.57,0.0
0.14,1410.0
0.15,1610.0
0.15,1399.999976
0.17,1399.999976
0.18,1480.000019
0.29,1649.999976
0.31,1889.999986
0.31,2069.999933
0.37,2079.999924
0.39,2509.99999
0.53,2779.999971
0.66,3119.999886
0.89,3109.999895
1.04,3220.000029
0.85,3380.000114
1.05,3650.000095
1.15,4670.000076
1.64,5179.999828
1.97,5469.99979
2.15,5829.999924
2.04,0.0
1.92,2130.0
1.94,2490.0
2.05,2319.999933
2.24,2609.999895
2.22,2599.999905
2.24,2630.000114
2.26,2650.000095
2.3,2720.000029
2.31,2720.000029
2.17,2509.99999
2.11,2589.999914
2.17,2569.999933
2.27,2720.000029
2.22,2369.999886
2.17,2359.999895
1.2,1659.999967
0.72,1350.000024
1.48,1519.999981
1.77,1549.999952
1.86,1659.999967
1.9,0.0
0.2,1270.0
0.24,1400.0
0.47,1549.999952
0.43,1480.000019
0.47,1639.999986
0.45,1509.99999
0.4,1730.000019
0.42,1990.00001
0.49,1899.999976
0.47,2349.999905
0.52,2400.000095
0.7,2460.000038
0.77,2730.000019
0.73,2589.999914
0.76,2900.000095
0.82,3559.999943
0.92,3259.99999
1.18,3490.00001
1.26,3690.000057
1.36,3950.000048
1.29,0.0
1.4,2430.0
1.49,2570.0
1.52,2609.999895
1.61,2750.0
1.68,2769.999981
1.52,2960.000038
1.87,3299.999952
1.97,3400.000095
2.06,3470.000029
1.97,3420.000076
2.1,3660.000086
2.2,3640.000105
2.29,3730.000019
2.35,3819.999933
2.38,3950.000048
2.37,3960.000038
2.42,4039.999962
2.52,4170.000076
2.45,4130.000114
2.5,4170.000076
2.17,0.0
141.8,379180.0
153.32,378830.0
159.81,386000.0
160.45,404690.0024
173.66,414100.0061
178.76,432190.0024
182.76,448299.9878
191.83,457119.9951
184.51,459549.9878
194.75,448369.9951
207.38,462869.9951
219.88,478399.9939
229.14,486450.0122
231.23,475739.9902
223.43,462239.9902
234.28,471630.0049
239.78,473309.9976
242.69,471579.9866
259.92,452570.0073
248.2,449269.989
245.46,0.0
2.82,9000.0
2.89,8970.0
2.99,9600.000381
3.02,9310.00042
3.19,9560.00042
3.3,11060.00042
3.43,12420.00008
3.6,13020.00046
3.9,12970.00027
3.93,13640.00034
4.01,14310.00042
4.21,15729.99954
4.47,17139.99939
4.6,18379.99916
4.86,18120.00084
4.97,17299.99924
5.09,18170.00008
5.27,19579.99992
5.71,21549.99924
5.88,23069.99969
6.04,0.0
0.86,2099.999905
1.29,2690.000057
0.69,1750.0
1.27,2579.999924
1.45,2539.999962
1.37,2329.999924
1.44,2269.999981
1.42,2220.000029
1.51,2359.999895
1.3,2150.000095
1.36,2269.999981
1.55,2500.0
1.5,2599.999905
1.62,0.0
11.36,32880.0
13.13,36270.0
14.13,37470.00122
14.84,37250.0
15.71,40990.00168
17.59,43580.00183
18.1,45000.0
18.15,46349.99847
18.42,48630.00107
17.09,48750.0
19.54,51759.99832
22.3,55939.99863
24.97,58080.00183
22.59,57590.00015
24.13,58689.99863
25.09,60409.99985
25.74,60319.99969
26.86,63520.00046
27.71,64959.99908
32.38,71480.00336
31.36,0.0
0.03,1430.0
0.04,1410.0
0.04,1570.000052
0.05,1899.999976
0.05,1909.999967
0.04,1710.000038
0.04,1860.000014
0.04,2230.000019
0.04,2240.00001
0.04,2490.00001
0.05,2680.000067
0.06,3349.999905
0.06,3680.000067
0.28,4199.999809
1.19,4860.000134
2.07,5519.999981
2.82,7280.00021
2.63,7210.000038
2.94,6949.999809
3.65,7500.0
3.49,0.0
2.8,9440.0
2.45,8350.0
2.55,8300.000191
2.86,10489.99977
2.79,10149.99962
2.66,10720.00027
2.47,9970.000267
2.39,10390.00034
2.19,7900.000095
1.47,7489.999771
2.1,8130.000114
2.02,8689.99958
2.73,11960.00004
3.18,13600.00038
4.99,17040.00092
6.12,19040.00092
7.53,21860.00061
9.18,32500.0
9.78,32939.99863
12.78,36720.00122
12.25,0.0
0.04,1940.0
0.0,2460.0
0.0,2130.000114
0.01,2269.999981
0.0,2380.000114
0.04,2529.999971
0.09,2529.999971
0.04,2619.999886
0.17,2950.000048
0.08,3019.999981
0.05,3130.000114
0.03,3329.999924
0.03,3529.999971
0.06,3789.999962
0.02,3950.000048
0.03,4199.999809
0.06,4130.000114
0.06,4269.999981
0.02,4230.000019
0.04,4219.99979
0.06,0.0
0.03,90.0
0.03,80.0
0.03,79.99999821
0.03,70.0000003
0.03,70.0000003
0.03,70.0000003
0.03,50.00000075
0.02,39.99999911
0.02,39.99999911
0.02,39.99999911
0.02,39.99999911
0.02,39.99999911
0.02,39.99999911
0.02,50.00000075
0.02,50.00000075
0.03,59.99999866
0.03,59.99999866
0.03,70.0000003
0.03,59.99999866
0.03,59.99999866
0.04,0.0
0.06,3220.0
0.02,3460.0
0.02,2789.999962
0.0,3019.999981
0.01,2809.999943
0.01,3190.000057
0.01,2619.999886
0.01,2690.000057
0.01,2990.00001
0.01,3880.000114
0.0,4639.999866
0.0,5199.999809
0.02,6000.0
0.01,6090.000153
0.0,7130.000114
0.0,7190.000057
0.0,10409.99985
0.0,12479.99954
0.0,15189.99958
0.0,13449.99981
0.0,0.0
82.49,162100.0
86.14,167120.0
87.86,167429.9927
88.62,170360.0006
91.89,172119.9951
88.22,167929.9927
87.17,163699.9969
93.21,164550.0031
93.7,165220.0012
98.48,160490.0055
103.95,171110.0006
97.35,158770.0043
86.69,157470.0012
86.51,157089.9963
87.48,149789.9933
91.03,157410.0037
95.09,158539.9933
94.81,155759.9945
91.26,151360.0006
94.09,146339.9963
85.95,0.0
10.69,29450.0
13.51,31620.0
11.39,31540.00092
12.62,33400.00153
10.91,32840.00015
13.93,34229.99954
13.99,34270.00046
13.95,33270.00046
14.42,34169.99817
11.49,31170.00008
11.27,31049.99924
10.07,30290.00092
11.74,32110.00061
10.55,31889.99939
8.66,31969.99931
8.42,32279.99878
6.73,31190.00053
7.98,32930.00031
7.13,32360.00061
7.84,34009.99832
8.42,0.0
1.69,3770.0
1.87,3930.0
2.01,4059.999943
1.78,4559.999943
1.67,4530.00021
1.82,4340.000153
1.95,4550.000191
1.93,4699.999809
1.96,4500.0
2.39,4389.999866
2.17,4510.000229
2.35,4769.999981
2.22,4690.000057
1.99,4469.99979
2.07,4760.000229
2.2,5269.999981
2.09,5380.000114
2.08,5480.000019
2.05,5110.000134
2.17,5239.999771
2.0,0.0
0.18,670.0
0.16,670.0
0.17,699.9999881
0.18,759.9999905
0.19,790.0000215
0.22,759.9999905
0.21,750.0
0.21,819.9999928
0.21,860.0000143
0.24,1080.000043
0.27,1370.000005
0.32,1409.999967
0.38,1889.999986
0.41,1970.000029
0.41,2150.000095
0.5,2109.999895
0.49,2109.999895
0.52,1909.999967
0.49,1950.000048
0.56,2150.000095
0.38,0.0
8.45,97220.0
8.98,101950.0
12.51,92239.99786
11.97,101000.0
15.2,98730.00336
14.83,98720.00122
15.83,88769.99664
15.74,81120.00275
14.47,86930.00031
14.33,76949.99695
18.56,90059.99756
19.88,95000.0
21.66,95339.99634
22.14,108129.9973
25.26,114830.0018
25.1,107760.0021
23.89,110830.0018
25.06,108500.0
24.11,109889.9994
23.16,115279.9988
21.98,0.0
5.64,8760.0
5.74,8920.0
5.33,8369.999886
5.36,9140.000343
5.18,8840.000153
5.45,9229.999542
5.36,9220.000267
5.49,9699.999809
5.47,9479.999542
5.55,8869.999886
4.83,8640.000343
5.33,9520.000458
5.22,9050.000191
4.5,8140.000343
4.09,7699.999809
3.62,7409.999847
3.56,7300.000191
4.31,7789.999962
3.65,7300.000191
4.53,8300.000191
3.86,0.0
0.32,34290.0
0.42,34720.0
0.42,34369.99893
0.56,37169.99817
0.59,37340.00015
0.58,36349.99847
0.69,37200.00076
1.0,37750.0
0.67,36869.99893
4.41,37430.00031
5.12,41409.99985
4.31,39599.99847
2.95,38490.00168
2.85,39500.0
3.0,39110.00061
2.99,39490.00168
2.97,38759.99832
2.93,37720.00122
2.96,37590.00015
2.76,35950.00076
2.2,0.0
8.56,25110.0
9.15,28030.0
9.71,29969.99931
10.07,31700.00076
10.81,31260.00023
11.89,31010.00023
13.26,39189.99863
13.32,42259.99832
14.88,41310.00137
16.75,43590.00015
18.63,47080.00183
20.56,53619.99893
23.52,60549.99924
24.67,63009.99832
27.38,66389.99939
30.79,70129.99725
32.17,72129.99725
33.96,71930.00031
35.45,75599.99847
36.03,76029.99878
34.21,0.0
45.23,98370.0
47.33,99840.0
47.69,102330.0018
48.18,105660.0037
52.87,118650.0015
55.7,121669.9982
59.1,132479.9957
58.94,146259.9945
57.32,142160.0037
60.55,145139.9994
59.31,140619.9951
61.62,141699.9969
62.13,143809.9976
67.27,146059.9976
68.28,154240.0055
71.17,164130.0049
82.57,181110.0006
91.08,198830.0018
87.95,187309.9976
86.44,190570.0073
84.55,0.0
1.36,5280.0
2.43,6220.0
1.75,5409.999847
2.55,5530.00021
1.83,5610.000134
1.95,7119.999886
2.28,7489.999771
2.65,7480.000019
2.25,7300.000191
2.82,8699.999809
2.95,9189.99958
3.42,9989.999771
2.94,10460.00004
3.47,10250.0
3.16,10760.00023
2.66,10699.99981
2.76,10770.00046
2.73,10130.00011
1.9,10060.00042
4.15,13340.00015
2.7,0.0
1.14,2830.0
1.59,3390.0
1.76,3609.999895
2.03,4079.999924
2.14,4949.999809
2.05,4929.999828
2.0,4780.00021
2.0,5050.000191
1.94,4760.000229
2.03,5030.00021
2.07,5019.999981
2.11,5159.999847
2.18,4889.999866
2.35,5239.999771
2.53,5889.999866
2.67,6510.000229
2.79,7659.999847
2.99,7610.000134
3.13,7559.999943
3.16,7579.999924
3.36,0.0
0.01,3520.0
0.01,3610.0
0.01,3779.999971
0.02,3940.000057
0.0,3970.000029
0.0,3700.000048
0.0,3950.000048
0.0,3720.000029
0.0,4320.000172
0.0,4570.000172
0.0,5039.999962
0.0,5219.99979
0.0,5179.999828
0.04,5300.000191
0.04,5630.000114
0.04,6369.999886
0.0,7179.999828
0.0,8060.00042
0.0,8470.000267
0.07,8210.000038
0.07,0.0
3.47,28630.0
2.94,26540.0
3.66,27729.99954
4.05,27159.99985
6.36,31239.99977
7.29,31290.00092
7.1,30840.00015
9.68,33810.00137
12.88,38290.00092
11.97,41169.99817
14.15,45000.0
15.65,48430.00031
16.72,48119.99893
18.8,49750.0
20.41,53169.99817
21.39,54549.99924
23.9,56860.00061
21.62,54270.00046
21.4,54590.00015
22.16,56750.0
19.1,0.0
24.29,72100.0
27.72,70480.0
29.29,71569.99969
33.03,73629.99725
34.83,75139.99939
35.94,76669.99817
34.12,69470.00122
38.29,73220.00122
37.75,75150.00153
39.1,76300.00305
46.55,81930.00031
49.04,82629.99725
51.82,86180.00031
55.06,95500.0
57.07,101819.9997
60.82,111010.0021
68.44,121959.9991
71.03,133500.0
76.05,138570.0073
83.3,145419.9982
79.27,0.0
140.85,295770.0
140.94,293630.0
139.72,287320.0073
147.76,297730.011
149.06,301850.0061
151.2,301350.0061
156.16,314089.9963
153.08,313380.0049
148.03,308329.9866
142.4,297260.0098
146.12,313739.9902
149.88,310589.9963
144.75,303350.0061
146.85,298299.9878
138.53,285730.011
141.55,289079.9866
143.28,299799.9878
145.8,312859.9854
147.87,311910.0037
137.58,295130.0049
128.91,0.0
30.51,61660.0
30.43,61380.0
35.92,65599.99847
28.82,60520.00046
32.51,62130.00107
37.93,65470.00122
32.85,60450.00076
30.68,58799.99924
30.84,56840.00015
31.19,56299.99924
25.34,50939.99863
27.77,49869.99893
26.2,48220.00122
21.06,46560.00137
20.39,45930.00031
26.9,49849.99847
26.83,48759.99832
35.12,53330.00183
29.0,49500.0
24.32,44639.99939
21.43,0.0
8.59,28660.0
9.35,28650.0
10.28,32500.0
11.29,34740.00168
12.44,37069.99969
13.53,38540.00092
16.06,43770.00046
18.29,49830.00183
20.32,53040.00092
22.71,54069.99969
26.46,60580.00183
28.87,68190.00244
32.7,75080.00183
32.65,76169.99817
36.46,81660.00366
39.11,84779.99878
39.88,86919.99817
42.94,87540.00092
45.16,86419.99817
46.98,91970.00122
44.63,0.0
31.32,89020.0
33.18,95230.0
32.86,93739.99786
36.67,98139.99939
34.43,95349.99847
33.64,94709.99908
38.71,99260.00214
37.96,96730.00336
36.5,95419.99817
30.43,80709.99908
28.69,77620.00275
33.93,84059.99756
32.38,81849.99847
26.78,72089.99634
26.39,71540.00092
28.09,73319.99969
26.33,71589.99634
28.15,74209.99908
26.87,75190.00244
23.27,73949.99695
19.54,0.0
0.0,540.0
0.0,560.0
0.0,560.0000024
0.0,550.0000119
0.01,560.0000024
0.04,550.0000119
0.12,550.0000119
0.11,579.9999833
0.11,560.0000024
0.14,589.9999738
0.16,600.0000238
0.18,680.0000072
0.2,750.0
0.23,810.0000024
0.26,860.0000143
0.28,980.0000191
0.36,1159.999967
0.4,1190.000057
0.49,1289.999962
0.55,1330.000043
0.32,0.0
0.05,150.0
0.05,160.0
0.05,170.0000018
0.05,170.0000018
0.05,189.9999976
0.05,209.9999934
0.06,200.000003
0.06,200.000003
0.06,170.0000018
0.06,180.0000072
0.06,189.9999976
0.07,200.000003
0.07,200.000003
0.08,200.000003
0.09,209.9999934
0.09,239.9999946
0.09,300.0000119
0.09,310.0000024
0.09,289.9999917
0.09,300.0000119
0.1,0.0
0.02,50.0
0.02,50.0
0.02,59.99999866
0.02,70.0000003
0.03,70.0000003
0.04,79.99999821
0.03,79.99999821
0.03,79.99999821
0.04,90.00000358
0.04,90.00000358
0.05,100.0000015
0.05,100.0000015
0.05,119.9999973
0.06,119.9999973
0.07,119.9999973
0.07,119.9999973
0.08,129.9999952
0.08,140.0000006
0.08,140.0000006
0.08,150.000006
0.09,0.0
138.68,249660.0
146.09,254090.0
154.91,272250.0
166.58,284829.9866
173.41,299890.0146
191.05,315290.0085
196.31,335440.0024
204.43,354619.9951
204.2,389720.0012
217.31,406529.9988
240.06,446130.0049
250.07,463769.989
271.68,492470.0012
284.02,503209.9915
311.81,540520.0195
338.34,565190.0024
337.38,561229.9805
354.3,545070.0073
334.7,521260.0098
335.24,523780.0293
337.82,0.0
1.39,4060.0
1.63,4460.0
1.55,4579.999924
1.52,4489.999771
1.65,5389.999866
1.94,5670.000076
1.99,5570.000172
2.22,6199.999809
2.31,6440.000057
2.36,6670.000076
2.42,7030.00021
2.47,7570.000172
2.71,7449.999809
2.83,8010.000229
3.15,8569.999695
3.36,9289.999962
3.68,10130.00011
3.9,9800.000191
3.97,10180.00031
4.45,10619.99989
4.23,0.0
26.51,51459.99908
27.26,49830.00183
27.17,46869.99893
25.53,47099.99847
29.35,51229.99954
26.89,45790.00092
29.01,46470.00122
22.41,38959.99908
27.48,45389.99939
27.75,46619.99893
27.15,47340.00015
25.77,46130.00107
26.35,45950.00076
27.02,0.0
0.18,290.0
0.18,320.0
0.2,349.999994
0.21,340.0000036
0.21,379.9999952
0.22,379.9999952
0.24,389.9999857
0.25,400.000006
0.25,419.9999869
0.26,449.9999881
0.28,439.9999976
0.38,409.9999964
0.39,430.0000072
0.4,419.9999869
0.41,469.9999988
0.43,509.9999905
0.46,579.9999833
0.47,579.9999833
0.48,579.9999833
0.49,610.0000143
0.53,0.0
0.07,330.0
0.12,440.0
0.13,500.0
0.12,550.0000119
0.1,529.9999714
0.06,449.9999881
0.04,589.9999738
0.04,500.0
0.04,519.9999809
0.04,519.9999809
0.04,560.0000024
0.02,740.0000095
0.06,860.0000143
0.05,1039.999962
0.04,1149.999976
0.05,910.0000262
0.06,930.0000072
0.06,939.9999976
0.06,860.0000143
0.02,899.9999762
0.02,0.0
29.0,42120.0
32.05,42030.0
33.53,41290.00092
34.21,38159.99985
35.56,39619.99893
36.84,36900.00153
38.03,37169.99817
39.64,38290.00092
40.27,38419.99817
40.47,38830.00183
43.05,42409.99985
43.66,44770.00046
44.51,43689.99863
45.5,43909.99985
46.68,44400.00153
47.45,45430.00031
48.58,46099.99847
49.16,49139.99939
49.87,47400.00153
50.96,47380.00107
50.04,0.0
4.95,14540.0
5.35,15380.0
5.66,15520.00046
5.54,15409.99985
5.6,15699.99981
5.66,15920.00008
5.86,16290.00092
5.96,16280.00069
5.83,17360.00061
5.75,15510.00023
5.85,15779.99973
5.82,15699.99981
5.69,15119.99989
5.39,14550.00019
4.18,13109.99966
4.8,13140.00034
5.45,13899.99962
5.32,14119.99989
5.12,14069.99969
5.03,13600.00038
4.96,0.0
0.06,240.0
0.06,250.0
0.06,259.9999905
0.06,270.0000107
0.06,310.0000024
0.07,340.0000036
0.07,340.0000036
0.08,340.0000036
0.08,319.9999928
0.08,330.0000131
0.08,340.0000036
0.08,349.999994
0.08,349.999994
0.09,389.9999857
0.09,340.0000036
0.09,310.0000024
0.1,360.0000143
0.1,349.999994
0.1,360.0000143
0.1,360.0000143
0.1,0.0
0.23,490.0
0.25,510.0
0.26,569.9999928
0.26,579.9999833
0.26,579.9999833
0.27,579.9999833
0.28,579.9999833
0.29,620.0000048
0.3,620.0000048
0.31,610.0000143
0.31,629.9999952
0.31,629.9999952
0.32,629.9999952
0.33,649.9999762
0.33,649.9999762
0.33,649.9999762
0.33,660.0000262
0.33,660.0000262
0.33,660.0000262
0.33,689.9999976
0.35,0.0
181.67,284660.0
183.36,320540.0
188.79,331320.0073
204.39,353089.9963
212.63,379989.9902
215.23,377649.9939
223.25,379790.0085
232.91,397059.9976
226.32,426739.9902
218.17,404200.0122
227.57,425309.9976
229.06,409260.0098
226.84,426779.9988
223.28,436920.0134
218.42,447929.9927
214.88,424809.9976
213.09,425140.0146
212.77,435649.9939
214.25,434350.0061
208.39,439640.0146
197.5,0.0
124.22,293310.0
120.06,294790.0
143.72,312750.0
139.67,318660.0037
159.91,335559.9976
184.65,350500.0
182.98,341779.9988
188.13,354679.9927
189.55,324269.989
164.69,287489.9902
138.39,273250.0
146.12,274399.9939
145.33,269269.989
113.32,242809.9976
107.37,240960.0067
123.19,256279.9988
107.93,247029.9988
126.93,263450.0122
112.23,257040.0085
111.55,239979.9957
87.64,0.0
3.28,10930.0
3.44,10850.0
4.12,11390.00034
4.14,12409.99985
4.94,12869.99989
5.5,13979.99954
4.55,12399.99962
5.57,13590.00015
5.46,12810.00042
5.67,12289.99996
