Value_co2_emissions_kt_by_country,Sum energy
7.09801441611024e-05,5.946794290043256e-05
6.817829636526941e-05,7.498131930924105e-05
9.619677161514644e-05,8.790913298324814e-05
0.0001139418130723,0.0001202286671682
9.619677161514644e-05,0.0001137647603312
0.000144762131635,0.0001189358858008
0.0001643750697549,0.0001073008534942
0.0001653090181796,0.0001215214485356
0.0003324859331153,9.308025845285095e-05
0.0004557672521025,0.0001202286671682
0.0006640379401273,0.0001202286671682
0.0008340167223784,9.954416528985452e-05
0.0007546309992463,0.0001124719789638
0.0005594355885138,0.000142205950414
0.0004557672521025,0.000148669857251
0.0005556997950017,0.0001512554199858
0.0004949931284355,0.000155133764088
0.0004464277684156,0.0001628904522924
0.0005669072200874,0.0001499626386184
0.0005678411461908,0.0001370348249444
0.0,0.0001021297280246
0.000296061917093,0.0006050216799435
0.0003016656126846,0.0004705724177338
0.0003511649228104,0.0004692796363664
0.0003801173670319,0.0006735390924157
0.000396928437743,0.0007149080961725
0.0003763815735198,0.0006955163756615
0.0003745136767637,0.0006502690278025
0.00038665498331,0.0003645643456069
0.0003810512931352,0.000493842482347
0.0003941265703342,0.0006709535296809
0.0004156074052101,0.0009670004628157
0.0004529653847871,0.0005352114861038
0.0004072018921759,0.0006037288985761
0.0004146734791067,0.0008894335807716
0.0004501635619277,0.0006037288985761
0.0004314845499112,0.0007536915371946
0.0004184092726188,0.0009941488715311
0.0004800499098377,0.0005778732712281
0.0004772480870718,0.0010936930368209
0.000451097488031,0.0006670751855787
0.0,0.0006851741247223
0.0074762638685476,0.0030871619053528
0.0073455109714088,0.0032345389812365
0.0076957420887821,0.0033599387738744
0.0082364987983673,0.0035926394200065
0.0083579117751046,0.0037981916574232
0.0087968683575339,0.0041239725620082
0.0093217473888527,0.0042803991074637
0.0095963287007279,0.0045195636604328
0.0100633033333668,0.0048892991315094
0.0104761087405086,0.0046798685499905
0.0106638327389588,0.0055563743170882
0.0112811732593443,0.0062260350654018
0.0126017767546085,0.0069771410398616
0.0129837630874882,0.0072796518798333
0.0137981669588842,0.0078071066777328
0.0145948255700922,0.0083604171029803
0.0144678084139775,0.0086306084087671
0.0147881523208452,0.0092420939955476
0.0154605955116604,0.0093196608775917
0.0159938811678799,0.0099130475252286
0.0,0.0094011061037379
0.0015129978097498,0.0001796966100686
0.0014905830273831,0.0002042594560493
0.0014653663579947,0.0002197728324581
0.0015652989900861,0.0002495068039083
0.0016297415388896,0.0002805335567259
0.0014765738276298,0.0003516365319329
0.0015466199338004,0.0004175683816704
0.0015849118387336,0.0004059333493638
0.0018006542478978,0.0005235764537972
0.0019753026605721,0.0005933866476369
0.0021294042538529,0.0006864669060897
0.0022293369746695,0.0007136153148051
0.0022293369746695,0.0007782543831752
0.0025179271332652,0.0010290539684509
0.0027672915945659,0.001190651639376
0.0029559493891137,0.0012022866716826
0.0027794330349471,0.0013186369947487
0.0022648269682983,0.0013793977190165
0.0022377423536819,0.0016573457130077
0.0023544860118416,0.0019895905244296
0.0,0.0021434315071503
3.082032575416288e-05,1.6806157776209206e-05
3.268822428471821e-05,1.939172051101062e-05
3.642402001028142e-05,2.1977283245812035e-05
3.8291919540162455e-05,2.4562845980613453e-05
3.7357971171476085e-05,2.585562734801416e-05
3.8291919540162455e-05,2.8441190082815577e-05
4.109376744806936e-05,2.9733971450216285e-05
4.296166697795039e-05,3.23195341850177e-05
4.4829563734002113e-05,3.361231555241841e-05
0.000129818946566,3.878344102202124e-05
4.576351488585729e-05,4.007622238942195e-05
5.043326233298473e-05,4.007622238942195e-05
6.53764474580368e-05,3.878344102202124e-05
4.3895615355976257e-05,3.878344102202124e-05
4.4829563734002113e-05,4.007622238942195e-05
4.576351488585729e-05,4.1369003756822656e-05
4.669746326388316e-05,4.007622238942195e-05
4.669746326388316e-05,4.1369003756822656e-05
4.763141164190902e-05,4.1369003756822656e-05
4.856536001059538e-05,4.266178512422337e-05
0.0,4.1369003756822656e-05
0.0123533469318276,0.0110196683757236
0.011698648496868,0.0111799732652813
0.0109711021312906,0.0104896280150893
0.0119227966660958,0.0113932821909024
0.0132041751701307,0.0123693321232899
0.0136347258374607,0.0130377000902361
0.0144668735494419,0.0144002916514764
0.0152056277638378,0.0143291886762694
0.0156184331616401,0.0148333734095557
0.0146228443282353,0.0150337545215028
0.0156174997260469,0.0154655434982146
0.0164972797658276,0.0158675985034762
0.0166205617506273,0.0166355106357123
0.0171146202862131,0.0171034974907113
0.0167737293740958,0.0170388584223413
0.0173294289067513,0.0178119416800469
0.0171062150883869,0.018051106233016
0.016747578906742,0.0179127786267042
0.0165215619330528,0.0180704979535271
0.0156996877190265,0.0172133839069404
0.0,0.017928292003113
0.0003324859384388,0.0007252503471117
0.0003362217354999,0.0007187864402747
0.0002913921601196,0.0006722463110483
0.0003268822428471,0.0006722463110483
0.0003511649228104,0.000761448225399
0.0004165413758628,0.0007704976949708
0.0004193431987222,0.0007252503471117
0.0004856536001059,0.0007200792216421
0.0005314171372665,0.0007058586266007
0.0004212111400276,0.0006929308129267
0.0004053339954199,0.0007976461036862
0.0004613709423706,0.0009127036453848
0.0005342189601258,0.0009825138392245
0.0005136720959027,0.0009424376168351
0.0005118041991466,0.0009463159609373
0.0004987289219476,0.0009527798677743
0.0004735122935597,0.000897190268976
0.000501530744807,0.0009501943050395
0.0005332850340225,0.0009527798677743
0.0005762467037743,0.0009424376168351
0.0,0.0009618293373461
0.0002222689979296,9.308025845285095e-05
0.0002250088314942,9.69586025550531e-05
0.0002277486650589,9.82513839224538e-05
0.0002393929577085,0.0001008369466572
0.0002445301456422,0.000103422509392
0.0002541195631183,0.000109886416229
0.0002537770839227,0.0001085936348616
0.0002637089805945,0.0001124719789638
0.0002482974167935,0.000109886416229
0.0002455575832289,0.0001150575416986
0.0002342557697748,0.0001137647603312
0.0002335708113837,0.0001124719789638
0.0001260323439724,0.0001111791975964
8.048261096066999e-05,0.0001137647603312
8.151004854740194e-05,0.0001137647603312
8.390740291644318e-05,0.0001189358858008
8.25374861341339e-05,0.0001150575416986
0.0,0.0001189358858008
0.0,0.000116350323066
0.0,0.0001176431044334
0.0,0.0001124719789638
0.0317029078098502,0.025616462795045
0.0322810224050571,0.0273707671106077
0.0330029647294816,0.0277469664885213
0.0329291819436678,0.0276163955704139
0.0341647978489743,0.0288367811812401
0.0345645280130998,0.0278840013134658
0.0350688600466406,0.0284282622691415
0.0360270929080858,0.0296706251632136
0.0363250229478572,0.0296745035073158
0.0369180813010176,0.0303454570369968
0.0361942706204274,0.0302019583052153
